class,detections,files,jpg_files,jpg_size,aspect_ratio,max_areas,bbox_area,bbox_centroid,bbox_x1,bbox_y1,bbox_x2,bbox_y2,times,hours
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\labels\detect_1756935993579_area_412_773.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\images\detect_1756935993579_area_412_773.jpg,"[1920, 1080]",1.7777777777777777,412.0,[747.9723202560001],"[(1142.00064, 432.0)]",[1125.00096],[421.0002],[1159.0003199999999],[442.9998],2025-09-03 17:46:33.579000-04:00,17
bird,2,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\labels\detect_1756935993703_area_701_775.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\images\detect_1756935993703_area_701_775.jpg,"[1920, 1080]",1.7777777777777777,701.0,"[1890.01512, 924.0295200767999]","[(1856.0006400000002, 57.50028), (981.50016, 383.0004)]","[1835.0006400000002, 964.99968]","[35.000099999999996, 369.00036]","[1877.0006400000002, 998.0006400000001]","[80.00046, 397.00044]",2025-09-03 17:46:33.703000-04:00,17
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\labels\detect_1756935993805_area_562_776.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\images\detect_1756935993805_area_562_776.jpg,"[1920, 1080]",1.7777777777777777,562.0,[1302.0134400000002],"[(746.00064, 324.50003999999996)]",[725.00064],[308.99987999999996],[767.00064],[340.00019999999995],2025-09-03 17:46:33.805000-04:00,17
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\labels\detect_1756935993907_area_589_777.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\images\detect_1756935993907_area_589_777.jpg,"[1920, 1080]",1.7777777777777777,589.0,[1259.9841599999997],"[(554.0006400000001, 260.50032)]",[536.0006400000001],[243.00054],[572.0006400000001],[278.0001],2025-09-03 17:46:33.907000-04:00,17
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\labels\detect_1756935994008_area_413_778.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\images\detect_1756935994008_area_413_778.jpg,"[1920, 1080]",1.7777777777777777,413.0,[684.01584],"[(340.99968, 172.49976)]",[322.99968],[162.99954],[358.99968],[181.99998000000002],2025-09-03 17:46:34.008000-04:00,17
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\labels\detect_1756935994111_area_394_779.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\images\detect_1756935994111_area_394_779.jpg,"[1920, 1080]",1.7777777777777777,394.0,[740.0256401664001],"[(111.50016, 83.00016000000001)]",[93.0],[72.99990000000001],[130.00032],[93.00042],2025-09-03 17:46:34.111000-04:00,17
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\labels\detect_1756936068418_area_122_783.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\images\detect_1756936068418_area_122_783.jpg,"[1920, 1080]",1.7777777777777777,122.0,[191.99040007679997],"[(1602.0, 125.00027999999999)]",[1594.00032],[119.00034],[1609.99968],[131.00021999999998],2025-09-03 17:47:48.418000-04:00,17
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\labels\detect_1756936068602_area_117_784.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\images\detect_1756936068602_area_117_784.jpg,"[1920, 1080]",1.7777777777777777,117.0,[179.9866801152],"[(1839.5001599999998, 87.00048)]",[1832.0006399999997],[81.00054],[1846.99968],[93.00041999999999],2025-09-03 17:47:48.602000-04:00,17
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\labels\detect_1756936225676_area_110_785.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\images\detect_1756936225676_area_110_785.jpg,"[1920, 1080]",1.7777777777777777,110.0,[175.989760128],"[(1777.00032, 505.50048000000004)]",[1769.0006400000002],[500.00058],[1785.0],[511.00038000000006],2025-09-03 17:50:25.676000-04:00,17
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\labels\detect_1756936270599_area_373_788.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\images\detect_1756936270599_area_373_788.jpg,"[1920, 1080]",1.7777777777777777,373.0,[576.0230402304],"[(631.00032, 474.00012)]",[615.0],[464.99994],[647.00064],[483.0003],2025-09-03 17:51:10.599000-04:00,17
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\labels\detect_1756936270702_area_283_789.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\images\detect_1756936270702_area_283_789.jpg,"[1920, 1080]",1.7777777777777777,283.0,[456.0031199232],"[(602.00064, 400.99968)]",[583.00032],[394.99974000000003],[621.00096],[406.99962],2025-09-03 17:51:10.702000-04:00,17
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\labels\detect_1756936270806_area_203_790.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\images\detect_1756936270806_area_203_790.jpg,"[1920, 1080]",1.7777777777777777,203.0,[380.01628016640007],"[(579.50016, 317.00052)]",[570.0],[307.00025999999997],[589.0003200000001],[327.00078],2025-09-03 17:51:10.806000-04:00,17
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756937279676_area_264_900.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756937279676_area_264_900.jpg,"[1920, 1080]",1.7777777777777777,264.0,[522.00288],"[(616.9996799999999, 62.4996)]",[607.9996799999999],[47.999520000000004],[625.9996799999999],[76.99968],2025-09-03 18:07:59.676000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756937279779_area_247_901.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756937279779_area_247_901.jpg,"[1920, 1080]",1.7777777777777777,247.0,[417.99943987200004],"[(761.5008, 305.99964)]",[752.00064],[294.99984],[771.0009600000001],[316.99944],2025-09-03 18:07:59.779000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756937280044_area_236_902.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756937280044_area_236_902.jpg,"[1920, 1080]",1.7777777777777777,236.0,[504.00144],"[(1042.99968, 25.999920000000003)]",[1036.99968],[4.999860000000002],[1048.99968],[46.99998000000001],2025-09-03 18:08:00.044000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756937280146_area_275_903.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756937280146_area_275_903.jpg,"[1920, 1080]",1.7777777777777777,275.0,[503.9985597696],"[(1230.0, 307.99980000000005)]",[1216.00032],[298.99962000000005],[1243.99968],[316.99998000000005],2025-09-03 18:08:00.146000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756937455031_area_100_904.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756937455031_area_100_904.jpg,"[1920, 1080]",1.7777777777777777,100.0,[197.9964],"[(596.00064, 8.499600000000001)]",[587.00064],[2.9997000000000007],[605.00064],[13.999500000000001],2025-09-03 18:10:55.031000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756937458215_area_459_907.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756937458215_area_459_907.jpg,"[1920, 1080]",1.7777777777777777,459.0,[864.0172800000001],"[(520.99968, 35.4996)]",[504.99936],[21.9996],[537.0],[48.9996],2025-09-03 18:10:58.215000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756937458317_area_291_908.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756937458317_area_291_908.jpg,"[1920, 1080]",1.7777777777777777,291.0,[494.02360028160007],"[(363.99936, 42.50016)]",[350.99904000000004],[32.99994],[376.99968],[52.00038],2025-09-03 18:10:58.317000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756937597997_area_114_913.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756937597997_area_114_913.jpg,"[1920, 1080]",1.7777777777777777,114.0,[208.9987598592],"[(1751.5008, 581.5000799999999)]",[1746.00096],[571.9998599999999],[1757.00064],[591.0002999999999],2025-09-03 18:13:17.997000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756937636539_area_152_914.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756937636539_area_152_914.jpg,"[1920, 1080]",1.7777777777777777,152.0,[286.001839872],"[(1358.00064, 382.50036)]",[1345.0003199999999],[377.00046],[1371.00096],[388.00026],2025-09-03 18:13:56.539000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756937636640_area_135_915.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756937636640_area_135_915.jpg,"[1920, 1080]",1.7777777777777777,135.0,[307.98736012800003],"[(1374.0, 168.50052)]",[1360.00032],[163.00062],[1387.99968],[174.00042],2025-09-03 18:13:56.640000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756937636742_area_126_916.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756937636742_area_126_916.jpg,"[1920, 1080]",1.7777777777777777,126.0,[263.98968007679997],"[(1384.9996800000001, 47.00052)]",[1374.0000000000002],[41.00058],[1395.99936],[53.000460000000004],2025-09-03 18:13:56.742000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756937688423_area_142_918.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756937688423_area_142_918.jpg,"[1920, 1080]",1.7777777777777777,142.0,[209.9871599616],"[(1845.50016, 1063.9998)]",[1838.00064],[1056.99978],[1852.9996800000001],[1070.99982],2025-09-03 18:14:48.423000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756937911044_area_111_935.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756937911044_area_111_935.jpg,"[1920, 1080]",1.7777777777777777,111.0,[175.98520028160002],"[(1765.0003199999999, 637.0002)]",[1754.00064],[633.00042],[1775.9999999999998],[640.9999799999999],2025-09-03 18:18:31.044000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756937911147_area_133_936.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756937911147_area_133_936.jpg,"[1920, 1080]",1.7777777777777777,133.0,[197.98632023039997],"[(1878.0, 561.49956)]",[1867.00032],[556.99974],[1888.99968],[565.99938],2025-09-03 18:18:31.147000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756938010208_area_226_937.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756938010208_area_226_937.jpg,"[1920, 1080]",1.7777777777777777,226.0,[623.9980800000001],"[(1839.99936, 460.00008)]",[1827.99936],[447.00012000000004],[1851.99936],[473.00004],2025-09-03 18:20:10.208000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756938219491_area_205_940.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756938219491_area_205_940.jpg,"[1920, 1080]",1.7777777777777777,205.0,[299.9916],"[(1842.0, 894.00024)]",[1827.0],[889.00038],[1857.0],[899.0001],2025-09-03 18:23:39.491000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756938278063_area_184_941.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756938278063_area_184_941.jpg,"[1920, 1080]",1.7777777777777777,184.0,[792.0151197695999],"[(1896.4992, 114.99948)]",[1879.99872],[102.9996],[1912.99968],[126.99936000000001],2025-09-03 18:24:38.063000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756938278589_area_109_943.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756938278589_area_109_943.jpg,"[1920, 1080]",1.7777777777777777,109.0,[239.987639808],"[(1888.50048, 221.0004)]",[1881.0009599999998],[213.0003],[1896.0],[229.00050000000002],2025-09-03 18:24:38.589000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756938278771_area_122_944.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756938278771_area_122_944.jpg,"[1920, 1080]",1.7777777777777777,122.0,[306.00035988480005],"[(1891.49952, 246.00024000000002)]",[1882.9996800000001],[237.00006000000002],[1899.99936],[255.00042000000002],2025-09-03 18:24:38.771000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756938332496_area_204_948.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756938332496_area_204_948.jpg,"[1920, 1080]",1.7777777777777777,204.0,[356.98512015360006],"[(1905.50016, 689.50008)]",[1897.00032],[679.00032],[1914.0],[699.9998400000001],2025-09-03 18:25:32.496000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756938332599_area_324_949.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756938332599_area_324_949.jpg,"[1920, 1080]",1.7777777777777777,324.0,[768.0096],"[(1826.0006400000002, 725.99976)]",[1814.0006400000002],[709.9995600000001],[1838.0006400000002],[741.99996],2025-09-03 18:25:32.599000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756938566425_area_125_952.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756938566425_area_125_952.jpg,"[1920, 1080]",1.7777777777777777,125.0,[169.9920400896],"[(1816.50048, 992.0005199999999)]",[1808.00064],[987.0006599999999],[1825.0003199999999],[997.00038],2025-09-03 18:29:26.425000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756938724126_area_657_1019.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756938724126_area_657_1019.jpg,"[1920, 1080]",1.7777777777777777,657.0,[1440.01152],"[(1718.99904, 221.0004)]",[1706.99904],[191.00016000000002],[1730.99904],[251.00064],2025-09-03 18:32:04.126000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756938846389_area_101_1020.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756938846389_area_101_1020.jpg,"[1920, 1080]",1.7777777777777777,101.0,[155.99952000000002],"[(1821.00096, 730.50012)]",[1815.00096],[724.00014],[1827.00096],[737.0001000000001],2025-09-03 18:34:06.389000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756938998939_area_283_1021.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756938998939_area_283_1021.jpg,"[1920, 1080]",1.7777777777777777,283.0,[467.99856000000005],"[(1910.99904, 774.0003600000001)]",[1901.99904],[761.0004000000001],[1919.99904],[787.0003200000001],2025-09-03 18:36:38.939000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756938999045_area_459_1022.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756938999045_area_459_1022.jpg,"[1920, 1080]",1.7777777777777777,459.0,[719.9928],"[(1868.00064, 757.00008)]",[1853.00064],[745.0002000000001],[1883.00064],[768.99996],2025-09-03 18:36:39.045000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756938999149_area_543_1023.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756938999149_area_543_1023.jpg,"[1920, 1080]",1.7777777777777777,543.0,[863.980079616],"[(1840.50048, 743.00004)]",[1827.0009599999998],[726.9998400000001],[1854.0],[759.00024],2025-09-03 18:36:39.149000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756938999253_area_463_1024.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756938999253_area_463_1024.jpg,"[1920, 1080]",1.7777777777777777,463.0,[735.998959872],"[(1800.4992, 732.00024)]",[1788.99936],[716.00004],[1811.99904],[748.0004399999999],2025-09-03 18:36:39.253000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756939080665_area_125_1037.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756939080665_area_125_1037.jpg,"[1920, 1080]",1.7777777777777777,125.0,[164.986440192],"[(1813.49952, 1029.50028)]",[1806.0],[1024.00038],[1820.9990400000002],[1035.00018],2025-09-03 18:38:00.665000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756939080772_area_125_1038.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756939080772_area_125_1038.jpg,"[1920, 1080]",1.7777777777777777,125.0,[179.9866801152],"[(1838.49984, 1046.99952)]",[1831.0003199999999],[1040.9995800000002],[1845.99936],[1052.99946],2025-09-03 18:38:00.772000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756939080877_area_127_1039.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756939080877_area_127_1039.jpg,"[1920, 1080]",1.7777777777777777,127.0,[192.0024],"[(1863.9993599999998, 1071.00036)]",[1857.9993599999998],[1063.00026],[1869.9993599999998],[1079.00046],2025-09-03 18:38:00.877000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756939121570_area_144_1040.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756939121570_area_144_1040.jpg,"[1920, 1080]",1.7777777777777777,144.0,[269.9881196544],"[(172.50047999999998, 386.99964)]",[165.00096],[377.99946],[179.99999999999997],[395.99982],2025-09-03 18:38:41.570000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756939121671_area_130_1041.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756939121671_area_130_1041.jpg,"[1920, 1080]",1.7777777777777777,130.0,[209.9871599616],"[(326.49984, 370.00043999999997)]",[319.00032],[363.00041999999996],[333.99936],[377.00046],2025-09-03 18:38:41.671000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756939125281_area_116_1042.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756939125281_area_116_1042.jpg,"[1920, 1080]",1.7777777777777777,116.0,[189.99787991040003],"[(1248.4992, 30.00024)]",[1238.99904],[25.00038],[1257.99936],[35.0001],2025-09-03 18:38:45.281000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756939136760_area_148_1043.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756939136760_area_148_1043.jpg,"[1920, 1080]",1.7777777777777777,148.0,[208.007720064],"[(1811.5008, 1027.00008)]",[1805.00064],[1018.99998],[1818.00096],[1035.00018],2025-09-03 18:38:56.760000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756939136865_area_114_1044.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756939136865_area_114_1044.jpg,"[1920, 1080]",1.7777777777777777,114.0,[203.9941200384],"[(1861.49952, 1046.99952)]",[1852.9996800000001],[1040.9995800000002],[1869.99936],[1052.99946],2025-09-03 18:38:56.865000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756939331687_area_2093_1045.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756939331687_area_2093_1045.jpg,"[1920, 1080]",1.7777777777777777,2093.0,[4106.9334002688],"[(1727.5008, 347.49972)]",[1672.00128],[328.99986],[1783.00032],[365.99958000000004],2025-09-03 18:42:11.687000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756939331794_area_4026_1046.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756939331794_area_4026_1046.jpg,"[1920, 1080]",1.7777777777777777,4026.0,[9922.035920025599],"[(1299.5001599999998, 450.00036)]",[1238.9999999999998],[409.00032],[1360.0003199999999],[491.0004],2025-09-03 18:42:11.794000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756939331899_area_518_1047.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756939331899_area_518_1047.jpg,"[1920, 1080]",1.7777777777777777,518.0,[1109.9915999999998],"[(696.0, 489.50028000000003)]",[681.0],[471.00042],[711.0],[508.00014000000004],2025-09-03 18:42:11.899000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756939336972_area_2234_1052.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756939336972_area_2234_1052.jpg,"[1920, 1080]",1.7777777777777777,2234.0,[5200.025599872001],"[(1207.00032, 867.50028)]",[1167.0],[835.00038],[1247.0006400000002],[900.00018],2025-09-03 18:42:16.972000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756939337074_area_1712_1053.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756939337074_area_1712_1053.jpg,"[1920, 1080]",1.7777777777777777,1712.0,[4784.0185598976],"[(1611.99936, 947.0001599999999)]",[1565.99904],[921.00024],[1657.9996800000001],[973.0000799999999],2025-09-03 18:42:17.074000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756939371947_area_112_1054.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756939371947_area_112_1054.jpg,"[1920, 1080]",1.7777777777777777,112.0,[255.99295987199997],"[(1826.9990400000002, 870.00048)]",[1818.9993600000003],[862.0003800000001],[1834.99872],[878.00058],2025-09-03 18:42:51.947000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756939436292_area_194_1055.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756939436292_area_194_1055.jpg,"[1920, 1080]",1.7777777777777777,194.0,[442.01816017920004],"[(1742.00064, 217.50012)]",[1729.0003199999999],[208.99998000000002],[1755.00096],[226.00026],2025-09-03 18:43:56.292000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756939436395_area_115_1056.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756939436395_area_115_1056.jpg,"[1920, 1080]",1.7777777777777777,115.0,[315.0169201152],"[(1639.49952, 204.50016)]",[1628.9990400000002],[197.0001],[1650.0],[212.00021999999998],2025-09-03 18:43:56.395000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756939436496_area_176_1057.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756939436496_area_176_1057.jpg,"[1920, 1080]",1.7777777777777777,176.0,[420.0012],"[(1572.0, 195.00047999999998)]",[1557.0],[188.00045999999998],[1587.0],[202.0005],2025-09-03 18:43:56.496000-04:00,18
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1756939436600_area_112_1058.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1756939436600_area_112_1058.jpg,"[1920, 1080]",1.7777777777777777,112.0,[197.9981998848],"[(1508.49984, 182.99952000000002)]",[1503.0],[173.99934000000002],[1513.99968],[191.99970000000002],2025-09-03 18:43:56.600000-04:00,18
